
2000, 133

4000, 192

6000, 252

8000, 313

10000, 369

12000, 429

14000, 488

16000, 550

18000, 612

20000, 667

22000, 721

24000, 781

26000, 844

28000, 877

30000, 945

32000, 1014

34000, 1073

36000, 1148

38000, 1187

40000, 1249

42000, 1281

44000, 1375

46000, 1438

48000, 1493

50000, 1531

52000, 1550

54000, 1680

56000, 1737

58000, 1672

60000, 1820

62000, 1884

64000, 1878

66000, 1926

68000, 2031

70000, 0
